datum;ags;Strassen-Name;Hausnummern-Bereich;PLZ;Ortsteil;Bezirk-Nr
13.09.2020;05914000;Tiefendorf;;;;3164
13.09.2020;05914000;Tiefendorfer Str.;;;;3164
13.09.2020;05914000;Tiegelstr.;;;;3162
13.09.2020;05914000;Tillmannsstr.;;;;5242
13.09.2020;05914000;Tilsiter Str.;;;;2116
13.09.2020;05914000;Times Busch;;;;3161
13.09.2020;05914000;Tobiasweg;;;;1102
13.09.2020;05914000;Tondernstr.;;;;1053
13.09.2020;05914000;Töpferstr.;;;;1014
13.09.2020;05914000;Totenhofweg;2-10 ger.;;;1083
13.09.2020;05914000;Totenhofweg;1-5 ung.;;;1085
13.09.2020;05914000;Trappenweg;;;;3172
13.09.2020;05914000;Treppenstr.;;;;1033
13.09.2020;05914000;Tuchmacherstr.;;;;4201
13.09.2020;05914000;Tückinger Hang;;;;1102
13.09.2020;05914000;Tückinger Höhe;;;;1102
13.09.2020;05914000;Tückinger Wald;;;;5235
13.09.2020;05914000;Tückingschulstr.;1-8;;;5235
13.09.2020;05914000;Tückingschulstr.;9-80;;;1102
13.09.2020;05914000;Tückingstr.;;;;5235
13.09.2020;05914000;Tulpenstr.;1-3,5-13 ung.;;;1084
13.09.2020;05914000;Tulpenstr.;4-14 ger.,15-29;;;1081
13.09.2020;05914000;Tunnelstr.;;;;1094
13.09.2020;05914000;Turmstr.;55-75;;;2112
13.09.2020;05914000;Turmstr.;1-24;;;2113
13.09.2020;05914000;Twittingstr.;;;;5264
13.09.2020;05914000;Uferstr.;;;;3184
13.09.2020;05914000;Uhlandstr.;;;;1093
13.09.2020;05914000;Uhlenbruch;;;;2116
13.09.2020;05914000;Uhuweg;;;;3194
13.09.2020;05914000;Ulmenstr.;;;;2154
13.09.2020;05914000;Universitätsstr.;;;;1052
13.09.2020;05914000;Unter dem Hofe;;;;3163
13.09.2020;05914000;Unter dem Rodufer;;;;3164
13.09.2020;05914000;Unter Langscheid;;;;4224
13.09.2020;05914000;Unterberchum;;;;3164
13.09.2020;05914000;Untere Lindenstr.;;;;2154
13.09.2020;05914000;Unterer Altlohweg;;;;1072
13.09.2020;05914000;Unterm Hagen;;;;3184
13.09.2020;05914000;Unternahmerstr.;;;;3182
13.09.2020;05914000;Veilchenstr.;;;;1084
13.09.2020;05914000;Verbandsstr.;;;;3164
13.09.2020;05914000;Vereinsstr.;22,24-39;;;2141
13.09.2020;05914000;Vereinsstr.;1-21,23,41;;;2142
13.09.2020;05914000;Viktoriastr.;;;;1012
13.09.2020;05914000;Viktor-von-Scheffel-Str.;;;;2145
13.09.2020;05914000;Villigster Str.;24-95;;;2126
13.09.2020;05914000;Villigster Str.;3-8;;;3164
13.09.2020;05914000;Vinckestr.;3-10,12;;;1024
13.09.2020;05914000;Vinckestr.;11-15 ung.,16-43;;;1034
13.09.2020;05914000;Virchowstr.;;;;1032
13.09.2020;05914000;Voerder Str.;28-34 ger.,35-67,69-77 ung.;;;5252
13.09.2020;05914000;Voerder Str.;1-25,29;;;5241
13.09.2020;05914000;Voerder Str.;68-76 ger.,79-147;;;5255
13.09.2020;05914000;Vogelherd;;;;1052
13.09.2020;05914000;Vogelsanger Str.;;;;5261
13.09.2020;05914000;Vollbrinkstr.;;;;5241
13.09.2020;05914000;Vollmannstr.;;;;4225
13.09.2020;05914000;Volmarsteiner Str.;;;;2151
13.09.2020;05914000;Volmeburgstr.;;;;4221
13.09.2020;05914000;Volmestr.;;;;1014
13.09.2020;05914000;Von-der-Recke-Str.;;;;2151
13.09.2020;05914000;Voormannstr.;;;;4225
13.09.2020;05914000;Vorbrink;;;;3164
13.09.2020;05914000;Vorhaller Str.;;;;2152
13.09.2020;05914000;Vormberg;;;;3163
13.09.2020;05914000;Vossacker;;;;2151
13.09.2020;05914000;Voßloh;;;;5255
13.09.2020;05914000;Wacholderkamp;;;;1075
13.09.2020;05914000;Wachtelweg;;;;3194
13.09.2020;05914000;Wahl;;;;5255
13.09.2020;05914000;Walddorfstr.;;;;1061
13.09.2020;05914000;Waldecker Str.;;;;5241
13.09.2020;05914000;Waldsaum;;;;3174
13.09.2020;05914000;Waldstr.;;;;5256
13.09.2020;05914000;Walnussweg;;;;2154
13.09.2020;05914000;Walzenstr.;;;;3162
13.09.2020;05914000;Wannebachstr.;83,95;;;3164
13.09.2020;05914000;Wannebachstr.;2-44;;;3165
13.09.2020;05914000;Warburger Str.;;;;5234
13.09.2020;05914000;Wasserloses Tal;19;;;1014
13.09.2020;05914000;Wasserloses Tal;23-77 ung.;;;1061
13.09.2020;05914000;Wasserloses Tal;36-74 ger.;;;1071
13.09.2020;05914000;Waterhövel;;;;4221
13.09.2020;05914000;Wehbergstr.;;;;3162
13.09.2020;05914000;Wehringhauser Str.;7-118;;;1103
13.09.2020;05914000;Wehringhauser Str.;1-5;;;1104
13.09.2020;05914000;Wehrstr.;;;;1031
13.09.2020;05914000;Weide;;;;4224
13.09.2020;05914000;Weidegang;;;;2126
13.09.2020;05914000;Weidekampstr.;;;;2134
13.09.2020;05914000;Weißdornweg;;;;1065
13.09.2020;05914000;Weißenburger Str.;;;;1033
13.09.2020;05914000;Weißensteinstr.;;;;3191
13.09.2020;05914000;Weizenkamp;;;;1063
13.09.2020;05914000;Werdestr.;;;;1031
13.09.2020;05914000;Werdringen;;;;2111
13.09.2020;05914000;Werkstr.;;;;5242
13.09.2020;05914000;Werkzeugstr.;;;;3162
13.09.2020;05914000;Werninghausen;;;;4223
13.09.2020;05914000;Weserstr.;;;;1025
13.09.2020;05914000;Wesselbachstr.;1,5,85-103 ung.;;;3184
13.09.2020;05914000;Wesselbachstr.;4,6-83,92-110 ger.;;;3185
13.09.2020;05914000;Westerbauerstr.;;;;5265
13.09.2020;05914000;Westerwaldweg;;;;3162
13.09.2020;05914000;Westfalenstr.;;;;5254
13.09.2020;05914000;Westhofener Str.;;;;2126
13.09.2020;05914000;Westpreußenstr.;;;;2152
13.09.2020;05914000;Weststr.;61-125;;;2151
13.09.2020;05914000;Weststr.;3-59;;;2152
13.09.2020;05914000;Wichernstr.;;;;2132
13.09.2020;05914000;Wieckenhof;;;;3193
13.09.2020;05914000;Wiedenhofstr.;25-62;;;3174
13.09.2020;05914000;Wiedenhofstr.;6-17;;;3175
13.09.2020;05914000;Wielandplatz;;;;2153
13.09.2020;05914000;Wielandstr.;;;;2153
13.09.2020;05914000;Wienbrauk;;;;2134
13.09.2020;05914000;Wiener Str.;;;;5263
13.09.2020;05914000;Wiesenstr.;;;;3172
13.09.2020;05914000;Wiggenhagen;;;;4225
13.09.2020;05914000;Wilhelm-Hecking-Str.;;;;2114
13.09.2020;05914000;Wilhelm-Leuschner-Str.;;;;2143
13.09.2020;05914000;Wilhelm-Raabe-Str.;;;;2141
13.09.2020;05914000;Wilhelmsplatz;;;;1106
13.09.2020;05914000;Wilhelmstr.;;;;3182
13.09.2020;05914000;Willdestr.;2;;;1071
13.09.2020;05914000;Willdestr.;1,3-45;;;1072
13.09.2020;05914000;Windhang;;;;2141
13.09.2020;05914000;Winkelmannweg;;;;3192
13.09.2020;05914000;Winkelstück;2-46 ger.;;;1072
13.09.2020;05914000;Winkelstück;1-45 ung.;;;1073
13.09.2020;05914000;Wittekindstr.;22-34 ger.,35-50;;;1024
13.09.2020;05914000;Wittekindstr.;3-21,23-27 ung.;;;1031
13.09.2020;05914000;Wittekindstr.;52-62;;;1022
13.09.2020;05914000;Wolfskuhler Weg;53-67 ung.;;;1102
13.09.2020;05914000;Wolfskuhler Weg;1-51,54,62;;;2154
13.09.2020;05914000;Wolfskuhler Weg;64;;;5235
13.09.2020;05914000;Wormser Str.;;;;4214
13.09.2020;05914000;Wortherbruchstr.;;;;2152
13.09.2020;05914000;Wörthstr.;23-47;;;4213
13.09.2020;05914000;Wörthstr.;1-22;;;4215
13.09.2020;05914000;Wulfeldstr.;;;;3183
13.09.2020;05914000;Wupperstr.;;;;1025
13.09.2020;05914000;Wuragstr.;;;;3183
13.09.2020;05914000;Yorckstr.;;;;1023
13.09.2020;05914000;Zedernweg;;;;2154
13.09.2020;05914000;Zehlendorfer Str.;4-28,30-40 ger.;;;1022
13.09.2020;05914000;Zehlendorfer Str.;29-35 ung.;;;1024
13.09.2020;05914000;Zeisigweg;;;;3194
13.09.2020;05914000;Zeppelinweg;;;;1073
13.09.2020;05914000;Ziegelstr.;;;;3181
13.09.2020;05914000;Zieglerstr.;;;;2152
13.09.2020;05914000;Zietenstr.;2-14 ger.;;;1021
13.09.2020;05914000;Zietenstr.;1-13 ung.;;;1022
13.09.2020;05914000;Zimmerbergstr.;;;;3182
13.09.2020;05914000;Zirkelweg;;;;2134
13.09.2020;05914000;Zum Alten Bruch;;;;3174
13.09.2020;05914000;Zum Bollwerk;;;;4222
13.09.2020;05914000;Zum Buchenhain;;;;1071
13.09.2020;05914000;Zum Hohenhof;;;;4225
13.09.2020;05914000;Zum Kahlen Berg;;;;3164
13.09.2020;05914000;Zum Rafflenbusch;;;;4215
13.09.2020;05914000;Zur Feldlage;;;;2126
13.09.2020;05914000;Zur Heide;;;;1041
13.09.2020;05914000;Zur Heimke;;;;2126
13.09.2020;05914000;Zur Hofwiese;;;;4222
13.09.2020;05914000;Zur Höhe;;;;4212
13.09.2020;05914000;Zur Hünenpforte;;;;3191
13.09.2020;05914000;Zur Priorlinde;;;;4223
13.09.2020;05914000;Zur Stiege;;;;1031
13.09.2020;05914000;Zur Wiesche;;;;1055
13.09.2020;05914000;Zur-Nieden-Str.;;;;1013
13.09.2020;05914000;Zwischen den Brücken;;;;4222
